receiver_architecture,country,sender_seed,receiver_seed,receiver_stratum,rho_FUNCTIONAL,rho_THETA_RKA,delta_rho
GRU,Switzerland,42,123,CROSS_ARCH_CROSS_SEED,1.918076141111554,2.1352814093821584,-0.2172052682706045
GRU,Switzerland,42,2025,CROSS_ARCH_CROSS_SEED,0.9796173422198631,2.622371114695254,-1.642753772475391
GRU,Switzerland,123,42,CROSS_ARCH_CROSS_SEED,1.5241492352849668,1.6817478155411545,-0.15759858025618767
GRU,Switzerland,123,123,CROSS_ARCH_SAME_SEED_ID,1.8075229281598368,0.5636758995217557,1.2438470286380812
GRU,Switzerland,123,2025,CROSS_ARCH_CROSS_SEED,1.4822802077978,1.960360410522532,-0.4780802027247322
GRU,Switzerland,2025,42,CROSS_ARCH_CROSS_SEED,0.5267990364756453,1.1803939217064447,-0.6535948852307994
GRU,Switzerland,2025,123,CROSS_ARCH_CROSS_SEED,3.2255280488524183,1.5449533672706612,1.680574681581757
GRU,Switzerland,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.9854879950803617,1.1134962777912853,-0.12800828271092368
GRU,Thailand,42,42,CROSS_ARCH_SAME_SEED_ID,0.08145423716988795,0.08425570151068543,-0.002801464340797477
GRU,Thailand,42,123,CROSS_ARCH_CROSS_SEED,1.7499721932548193,1.728485082637527,0.02148711061729225
GRU,Thailand,42,2025,CROSS_ARCH_CROSS_SEED,1.5300111296385046,1.5176501808071166,0.012360948831388052
GRU,Thailand,123,42,CROSS_ARCH_CROSS_SEED,0.6971192078556638,1.3317451244702136,-0.6346259166145498
GRU,Thailand,123,123,CROSS_ARCH_SAME_SEED_ID,1.9233220909730773,1.2964416782209334,0.6268804127521439
GRU,Thailand,123,2025,CROSS_ARCH_CROSS_SEED,1.7526016817240246,0.8378824377472978,0.9147192439767269
GRU,Thailand,2025,42,CROSS_ARCH_CROSS_SEED,0.8538939206310843,0.7488666744738265,0.10502724615725778
GRU,Thailand,2025,123,CROSS_ARCH_CROSS_SEED,1.7243171604987677,1.619405694821413,0.10491146567735465
GRU,Thailand,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.2313159708332178,0.9207648952982228,-0.689448924465005
GRU,Timor-Leste,42,42,CROSS_ARCH_SAME_SEED_ID,0.7452419083761217,0.6961402199012052,0.04910168847491647
GRU,Timor-Leste,42,123,CROSS_ARCH_CROSS_SEED,0.8584030895379026,0.8736221615380416,-0.015219072000139056
GRU,Timor-Leste,42,2025,CROSS_ARCH_CROSS_SEED,1.378113284546859,1.3284920808175853,0.04962120372927381
GRU,Timor-Leste,123,42,CROSS_ARCH_CROSS_SEED,2.600639876457808,2.396546810604363,0.20409306585344478
GRU,Timor-Leste,123,123,CROSS_ARCH_SAME_SEED_ID,0.6760601019140928,0.7034967947156002,-0.0274366928015074
GRU,Timor-Leste,123,2025,CROSS_ARCH_CROSS_SEED,4.0715473178892845,4.190177219391106,-0.11862990150182195
GRU,Timor-Leste,2025,42,CROSS_ARCH_CROSS_SEED,1.5342504408741486,1.595046864191276,-0.060796423317127424
GRU,Timor-Leste,2025,123,CROSS_ARCH_CROSS_SEED,1.0396684402426004,1.0106794888630672,0.028988951379533168
GRU,Timor-Leste,2025,2025,CROSS_ARCH_SAME_SEED_ID,2.4627584146648984,2.381799152109348,0.08095926255555064
GRU,United Kingdom of Great Britain and Northern Ireland,42,42,CROSS_ARCH_SAME_SEED_ID,1.114968042908863,1.0493736836172534,0.06559435929160973
GRU,United Kingdom of Great Britain and Northern Ireland,42,123,CROSS_ARCH_CROSS_SEED,0.8330910860792827,0.9311756664255699,-0.0980845803462872
GRU,United Kingdom of Great Britain and Northern Ireland,42,2025,CROSS_ARCH_CROSS_SEED,1.7196803289656455,1.6375296195596019,0.08215070940604363
GRU,United Kingdom of Great Britain and Northern Ireland,123,42,CROSS_ARCH_CROSS_SEED,1.320311414109049,1.5460956964213917,-0.2257842823123426
GRU,United Kingdom of Great Britain and Northern Ireland,123,123,CROSS_ARCH_SAME_SEED_ID,0.5965142457131001,0.3254843232195525,0.27102992249354757
GRU,United Kingdom of Great Britain and Northern Ireland,123,2025,CROSS_ARCH_CROSS_SEED,1.702931140677865,1.315409913385259,0.3875212272926061
GRU,United Kingdom of Great Britain and Northern Ireland,2025,42,CROSS_ARCH_CROSS_SEED,0.866305039554722,0.5931225020347627,0.27318253751995936
GRU,United Kingdom of Great Britain and Northern Ireland,2025,123,CROSS_ARCH_CROSS_SEED,1.107491152784861,0.8079830288598582,0.2995081239250028
GRU,United Kingdom of Great Britain and Northern Ireland,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.6802902069303949,0.831262040799228,-0.15097183386883317
GRU,Viet Nam,42,42,CROSS_ARCH_SAME_SEED_ID,0.7357415051704308,0.8149043684759621,-0.07916286330553135
GRU,Viet Nam,42,123,CROSS_ARCH_CROSS_SEED,1.4805631901974565,1.5636305795911332,-0.08306738939367664
GRU,Viet Nam,42,2025,CROSS_ARCH_CROSS_SEED,1.4350427579843945,1.2072681066881885,0.227774651296206
GRU,Viet Nam,123,42,CROSS_ARCH_CROSS_SEED,0.8062922917919828,0.8158797155043064,-0.009587423712323573
GRU,Viet Nam,123,123,CROSS_ARCH_SAME_SEED_ID,1.3457080163361979,1.0597815655131309,0.285926450823067
GRU,Viet Nam,123,2025,CROSS_ARCH_CROSS_SEED,0.8037204473562932,1.2666756139138489,-0.46295516655755564
GRU,Viet Nam,2025,42,CROSS_ARCH_CROSS_SEED,1.332068100411816,0.9280507879057482,0.40401731250606776
GRU,Viet Nam,2025,123,CROSS_ARCH_CROSS_SEED,1.665049904820968,0.796947498243935,0.868102406577033
GRU,Viet Nam,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.6752218424444365,0.579907227662098,0.09531461478233849
TRANSFORMER,Australia,42,42,CROSS_ARCH_SAME_SEED_ID,0.31316649190758455,0.3291652623526139,-0.015998770445029342
TRANSFORMER,Australia,42,123,CROSS_ARCH_CROSS_SEED,0.4358540867167952,0.3812619465184264,0.05459214019836883
TRANSFORMER,Australia,42,2025,CROSS_ARCH_CROSS_SEED,0.49765361801476027,0.5748683122766955,-0.07721469426193528
TRANSFORMER,Australia,123,42,CROSS_ARCH_CROSS_SEED,0.9446066315721897,0.6111441459274001,0.33346248564478964
TRANSFORMER,Australia,123,123,CROSS_ARCH_SAME_SEED_ID,0.9396720601636817,0.16241603976554378,0.7772560203981379
TRANSFORMER,Australia,123,2025,CROSS_ARCH_CROSS_SEED,0.4775748741361044,0.006521115438909909,0.47105375869719446
TRANSFORMER,Australia,2025,42,CROSS_ARCH_CROSS_SEED,0.5346404599373721,0.13762045893874872,0.39702000099862333
TRANSFORMER,Australia,2025,123,CROSS_ARCH_CROSS_SEED,0.5756548412925802,0.22422181798285995,0.3514330233097202
TRANSFORMER,Australia,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.3123551979237386,0.6789086070540301,-0.3665534091302915
TRANSFORMER,Austria,42,42,CROSS_ARCH_SAME_SEED_ID,0.5261773564733349,0.7646991819136005,-0.23852182544026568
TRANSFORMER,Austria,42,123,CROSS_ARCH_CROSS_SEED,1.2889092129153124,1.2335261872407663,0.055383025674546005
TRANSFORMER,Austria,42,2025,CROSS_ARCH_CROSS_SEED,0.7589377949469397,1.017537462500918,-0.25859966755397823
TRANSFORMER,Austria,123,42,CROSS_ARCH_CROSS_SEED,1.1659373235543722,1.8440186034269757,-0.6780812798726035
TRANSFORMER,Austria,123,123,CROSS_ARCH_SAME_SEED_ID,0.7553532996122376,0.6142904784050832,0.1410628212071544
TRANSFORMER,Austria,123,2025,CROSS_ARCH_CROSS_SEED,0.7762337314297518,0.7566935630064515,0.019540168423300308
TRANSFORMER,Austria,2025,42,CROSS_ARCH_CROSS_SEED,1.1730883456860313,1.6374345978817826,-0.4643462521957513
TRANSFORMER,Austria,2025,123,CROSS_ARCH_CROSS_SEED,0.8138205612381035,0.6226672479849169,0.19115331325318663
TRANSFORMER,Austria,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.7605618180604558,0.7247681860556028,0.03579363200485297
TRANSFORMER,Bangladesh,42,42,CROSS_ARCH_SAME_SEED_ID,0.44572479515711017,0.44466672182567857,0.001058073331431597
TRANSFORMER,Bangladesh,42,123,CROSS_ARCH_CROSS_SEED,1.06250917460381,1.0258183087524853,0.03669086585132475
TRANSFORMER,Bangladesh,42,2025,CROSS_ARCH_CROSS_SEED,2.4194441001996725,2.351037178085638,0.06840692211403443
TRANSFORMER,Bangladesh,123,42,CROSS_ARCH_CROSS_SEED,0.7507560700872551,1.3292360035474236,-0.5784799334601685
TRANSFORMER,Bangladesh,123,123,CROSS_ARCH_SAME_SEED_ID,0.23318950450488776,0.22621619147261843,0.006973313032269335
TRANSFORMER,Bangladesh,123,2025,CROSS_ARCH_CROSS_SEED,1.1972196499397905,1.1441840114540824,0.053035638485708025
TRANSFORMER,Bangladesh,2025,42,CROSS_ARCH_CROSS_SEED,1.1779093208805613,1.3050120636739102,-0.12710274279334888
TRANSFORMER,Bangladesh,2025,123,CROSS_ARCH_CROSS_SEED,0.5593766577947374,0.5128756614552321,0.04650099633950533
TRANSFORMER,Bangladesh,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.9644347869374867,0.8226336811908944,0.14180110574659233
TRANSFORMER,Bhutan,42,42,CROSS_ARCH_SAME_SEED_ID,0.22338253729030805,0.23615045354029043,-0.012767916249982386
TRANSFORMER,Bhutan,42,123,CROSS_ARCH_CROSS_SEED,2.9363358449199417,3.1001863923390403,-0.16385054741909855
TRANSFORMER,Bhutan,42,2025,CROSS_ARCH_CROSS_SEED,1.2989487477781174,1.2725543903851901,0.02639435739292728
TRANSFORMER,Bhutan,123,42,CROSS_ARCH_CROSS_SEED,0.6899853514937251,0.7970877642717298,-0.1071024127780047
TRANSFORMER,Bhutan,123,123,CROSS_ARCH_SAME_SEED_ID,0.8882972876190903,0.35438847729089396,0.5339088103281964
TRANSFORMER,Bhutan,123,2025,CROSS_ARCH_CROSS_SEED,1.1313293816481222,2.3752804239751986,-1.2439510423270763
TRANSFORMER,Bhutan,2025,42,CROSS_ARCH_CROSS_SEED,0.9079951265546432,0.8830945673760863,0.024900559178556936
TRANSFORMER,Bhutan,2025,123,CROSS_ARCH_CROSS_SEED,1.1655108114188006,1.0266995293261871,0.1388112820926135
TRANSFORMER,Bhutan,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.38107872525665776,0.1560692529755615,0.22500947228109625
TRANSFORMER,Brunei Darussalam,42,42,CROSS_ARCH_SAME_SEED_ID,3.78747966872505,4.15163643721302,-0.3641567684879705
TRANSFORMER,Brunei Darussalam,42,123,CROSS_ARCH_CROSS_SEED,0.44890192774658544,0.5603127645605666,-0.11141083681398112
TRANSFORMER,Brunei Darussalam,42,2025,CROSS_ARCH_CROSS_SEED,0.38073276683507157,0.6811190581623773,-0.3003862913273057
TRANSFORMER,Brunei Darussalam,123,42,CROSS_ARCH_CROSS_SEED,2.0545424072719,3.8048582855960036,-1.7503158783241037
TRANSFORMER,Brunei Darussalam,123,123,CROSS_ARCH_SAME_SEED_ID,1.1015356443264785,0.4903026376623929,0.6112330066640856
TRANSFORMER,Brunei Darussalam,123,2025,CROSS_ARCH_CROSS_SEED,0.28272982229608107,0.19097537645705973,0.09175444583902134
TRANSFORMER,Brunei Darussalam,2025,42,CROSS_ARCH_CROSS_SEED,3.1505679178461365,1.2339417959698782,1.9166261218762584
TRANSFORMER,Brunei Darussalam,2025,123,CROSS_ARCH_CROSS_SEED,0.5389565369726813,1.0839655792887373,-0.545009042316056
TRANSFORMER,Brunei Darussalam,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.3503408981260627,0.1357749703814455,0.21456592774461722
TRANSFORMER,Cambodia,42,42,CROSS_ARCH_SAME_SEED_ID,0.7474032163730349,0.6807860201690616,0.06661719620397322
TRANSFORMER,Cambodia,42,123,CROSS_ARCH_CROSS_SEED,1.4371971834978223,1.6653866176432293,-0.22818943414540693
TRANSFORMER,Cambodia,42,2025,CROSS_ARCH_CROSS_SEED,0.4531142022555603,0.7113381007440177,-0.2582238984884574
TRANSFORMER,Cambodia,123,42,CROSS_ARCH_CROSS_SEED,0.9444516919269141,0.9887121526340271,-0.04426046070711298
TRANSFORMER,Cambodia,123,123,CROSS_ARCH_SAME_SEED_ID,1.0059918615706525,0.7982354573758731,0.20775640419477936
TRANSFORMER,Cambodia,123,2025,CROSS_ARCH_CROSS_SEED,1.0670383273904436,0.44220122287110963,0.6248371045193339
TRANSFORMER,Cambodia,2025,42,CROSS_ARCH_CROSS_SEED,0.31951619984992596,0.3745959901555314,-0.05507979030560545
TRANSFORMER,Cambodia,2025,123,CROSS_ARCH_CROSS_SEED,0.9270885960821451,0.9903021134367046,-0.06321351735455949
TRANSFORMER,Cambodia,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.09677753929316903,0.19360369056284216,-0.09682615126967313
TRANSFORMER,China,42,42,CROSS_ARCH_SAME_SEED_ID,0.4723387124547899,0.48490123416749115,-0.012562521712701225
TRANSFORMER,China,42,123,CROSS_ARCH_CROSS_SEED,0.5789905635948416,0.5898408842477836,-0.010850320652942003
TRANSFORMER,China,42,2025,CROSS_ARCH_CROSS_SEED,1.8316182881596372,2.109236171004944,-0.27761788284530686
TRANSFORMER,China,123,42,CROSS_ARCH_CROSS_SEED,1.1602252403318085,1.07917349463899,0.08105174569281859
TRANSFORMER,China,123,123,CROSS_ARCH_SAME_SEED_ID,0.38954719117744574,0.41985824838548325,-0.030311057208037506
TRANSFORMER,China,123,2025,CROSS_ARCH_CROSS_SEED,2.488313468218172,1.9842353462374105,0.5040781219807615
TRANSFORMER,China,2025,42,CROSS_ARCH_CROSS_SEED,0.8343235049540902,0.7632595182296412,0.07106398672444902
TRANSFORMER,China,2025,123,CROSS_ARCH_CROSS_SEED,0.5805209601374969,0.6573976717592869,-0.07687671162179
TRANSFORMER,China,2025,2025,CROSS_ARCH_SAME_SEED_ID,1.8874787092152454,1.166632356337278,0.7208463528779674
TRANSFORMER,Fiji,42,42,CROSS_ARCH_SAME_SEED_ID,0.6228870188329825,0.5132598310258454,0.1096271878071371
TRANSFORMER,Fiji,42,123,CROSS_ARCH_CROSS_SEED,0.8725932212984946,0.8533203805017824,0.01927284079671221
TRANSFORMER,Fiji,42,2025,CROSS_ARCH_CROSS_SEED,0.9829939692503881,0.9723160236415361,0.010677945608851935
TRANSFORMER,Fiji,123,42,CROSS_ARCH_CROSS_SEED,1.5342805885091502,1.8320147749228815,-0.2977341864137313
TRANSFORMER,Fiji,123,123,CROSS_ARCH_SAME_SEED_ID,0.7354259908356245,0.45592239001204593,0.2795036008235786
TRANSFORMER,Fiji,123,2025,CROSS_ARCH_CROSS_SEED,1.8414557512791554,1.4785017846095792,0.36295396666957624
TRANSFORMER,Fiji,2025,42,CROSS_ARCH_CROSS_SEED,0.5445594335238704,0.5928415930995915,-0.04828215957572113
TRANSFORMER,Fiji,2025,123,CROSS_ARCH_CROSS_SEED,1.246655015408402,1.301505235289958,-0.05485021988155614
TRANSFORMER,Fiji,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.4027767852737585,0.47612033522357905,-0.07334354994982056
TRANSFORMER,French Polynesia,42,42,CROSS_ARCH_SAME_SEED_ID,1.130845208051683,1.5747401084773998,-0.44389490042571667
TRANSFORMER,French Polynesia,42,123,CROSS_ARCH_CROSS_SEED,1.0835954759115847,1.250225411639396,-0.16662993572781137
TRANSFORMER,French Polynesia,42,2025,CROSS_ARCH_CROSS_SEED,1.5998127965773008,1.6744164271057984,-0.07460363052849761
TRANSFORMER,French Polynesia,123,42,CROSS_ARCH_CROSS_SEED,4.582212252745652,1.4471109557426451,3.1351012970030068
TRANSFORMER,French Polynesia,123,123,CROSS_ARCH_SAME_SEED_ID,1.1536779175871528,1.0076618146424063,0.14601610294474643
TRANSFORMER,French Polynesia,123,2025,CROSS_ARCH_CROSS_SEED,3.7326590197804412,1.7512975137543334,1.9813615060261078
TRANSFORMER,French Polynesia,2025,42,CROSS_ARCH_CROSS_SEED,1.9812991033585123,5.292806332128149,-3.3115072287696363
TRANSFORMER,French Polynesia,2025,123,CROSS_ARCH_CROSS_SEED,1.0777742226949407,0.946465162379831,0.1313090603151097
TRANSFORMER,French Polynesia,2025,2025,CROSS_ARCH_SAME_SEED_ID,3.149521121989538,3.5322935180296517,-0.3827723960401137
TRANSFORMER,Guam,42,42,CROSS_ARCH_SAME_SEED_ID,1.1783988734123838,1.178670095683884,-0.0002712222715002266
TRANSFORMER,Guam,42,123,CROSS_ARCH_CROSS_SEED,1.5911213130287065,1.8087041907715349,-0.21758287774282836
TRANSFORMER,Guam,42,2025,CROSS_ARCH_CROSS_SEED,0.9613506806880248,1.2511392190429609,-0.2897885383549361
TRANSFORMER,Guam,123,42,CROSS_ARCH_CROSS_SEED,1.6812733749278193,2.791622959222868,-1.1103495842950488
TRANSFORMER,Guam,123,123,CROSS_ARCH_SAME_SEED_ID,1.274296855719185,0.9620950695561761,0.31220178616300887
TRANSFORMER,Guam,123,2025,CROSS_ARCH_CROSS_SEED,1.2809662346131898,0.9625580826607972,0.3184081519523926
TRANSFORMER,Guam,2025,42,CROSS_ARCH_CROSS_SEED,1.207746865678155,1.6632892170358498,-0.45554235135769483
TRANSFORMER,Guam,2025,123,CROSS_ARCH_CROSS_SEED,0.9476087602855181,1.1812785560710775,-0.23366979578555935
TRANSFORMER,Guam,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.5650843400994539,1.5149017037580501,-0.9498173636585963
TRANSFORMER,Lao People's Democratic Republic,42,42,CROSS_ARCH_SAME_SEED_ID,0.9200292154680948,0.7804220451172034,0.13960717035089143
TRANSFORMER,Lao People's Democratic Republic,42,123,CROSS_ARCH_CROSS_SEED,1.4488775168751005,1.5091311052397132,-0.0602535883646127
TRANSFORMER,Lao People's Democratic Republic,42,2025,CROSS_ARCH_CROSS_SEED,0.6125120605182428,0.622565636715049,-0.010053576196806246
TRANSFORMER,Lao People's Democratic Republic,123,42,CROSS_ARCH_CROSS_SEED,3.2069286050278123,3.315264926294323,-0.10833632126651072
TRANSFORMER,Lao People's Democratic Republic,123,123,CROSS_ARCH_SAME_SEED_ID,0.4683830912327383,0.5097008759829006,-0.04131778475016229
TRANSFORMER,Lao People's Democratic Republic,123,2025,CROSS_ARCH_CROSS_SEED,1.0093748423242948,1.0088450204587083,0.0005298218655864773
TRANSFORMER,Lao People's Democratic Republic,2025,42,CROSS_ARCH_CROSS_SEED,2.986906416293035,2.8457000696687897,0.14120634662424525
TRANSFORMER,Lao People's Democratic Republic,2025,123,CROSS_ARCH_CROSS_SEED,1.2727818583686727,1.1268069620198162,0.14597489634885652
TRANSFORMER,Lao People's Democratic Republic,2025,2025,CROSS_ARCH_SAME_SEED_ID,1.3420103763448616,1.350505037843114,-0.008494661498252398
TRANSFORMER,Malaysia,42,42,CROSS_ARCH_SAME_SEED_ID,0.510597616613757,0.5094735671536067,0.0011240494601503226
TRANSFORMER,Malaysia,42,123,CROSS_ARCH_CROSS_SEED,1.41989007983676,1.4683335311139223,-0.04844345127716232
TRANSFORMER,Malaysia,42,2025,CROSS_ARCH_CROSS_SEED,1.8399882537853711,1.8982396012855633,-0.05825134750019223
TRANSFORMER,Malaysia,123,42,CROSS_ARCH_CROSS_SEED,1.201625926385316,0.8114320529401579,0.3901938734451581
TRANSFORMER,Malaysia,123,123,CROSS_ARCH_SAME_SEED_ID,0.41316501322404076,0.409645664846187,0.0035193483778537815
TRANSFORMER,Malaysia,123,2025,CROSS_ARCH_CROSS_SEED,0.8463906531622227,1.1600601655409677,-0.31366951237874496
TRANSFORMER,Malaysia,2025,42,CROSS_ARCH_CROSS_SEED,1.790846413246401,1.7126129217598187,0.07823349148658232
TRANSFORMER,Malaysia,2025,123,CROSS_ARCH_CROSS_SEED,0.8316419453320822,1.2416766044830245,-0.4100346591509423
TRANSFORMER,Malaysia,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.5885584648875966,1.3696185269488568,-0.7810600620612602
TRANSFORMER,Maldives,42,42,CROSS_ARCH_SAME_SEED_ID,0.5841163751858608,0.6128016145115646,-0.02868523932570377
TRANSFORMER,Maldives,42,123,CROSS_ARCH_CROSS_SEED,2.3987263139948976,2.3417458137496694,0.05698050024522816
TRANSFORMER,Maldives,42,2025,CROSS_ARCH_CROSS_SEED,2.235392748986261,2.249980142213983,-0.014587393227722067
TRANSFORMER,Maldives,123,42,CROSS_ARCH_CROSS_SEED,1.04649110163709,1.0437063882969482,0.0027847133401417423
TRANSFORMER,Maldives,123,123,CROSS_ARCH_SAME_SEED_ID,0.7055198059773651,0.6703649523367659,0.035154853640599226
TRANSFORMER,Maldives,123,2025,CROSS_ARCH_CROSS_SEED,4.353074658911013,4.2981998885980275,0.05487477031298571
TRANSFORMER,Maldives,2025,42,CROSS_ARCH_CROSS_SEED,0.9159772627054942,0.9002579521121294,0.015719310593364733
TRANSFORMER,Maldives,2025,123,CROSS_ARCH_CROSS_SEED,0.6797926085615338,1.9592426477830234,-1.2794500392214896
TRANSFORMER,Maldives,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.7463448655617555,0.6576964025957205,0.08864846296603501
TRANSFORMER,Mexico,42,42,CROSS_ARCH_SAME_SEED_ID,0.9034156716266273,0.6081493187446962,0.29526635288193104
TRANSFORMER,Mexico,42,123,CROSS_ARCH_CROSS_SEED,0.9653586046188753,1.1010882614359156,-0.1357296568170403
TRANSFORMER,Mexico,42,2025,CROSS_ARCH_CROSS_SEED,1.526671562801083,1.4254027784891077,0.10126878431197528
TRANSFORMER,Mexico,123,42,CROSS_ARCH_CROSS_SEED,0.6542988850929068,1.0783858890296352,-0.4240870039367284
TRANSFORMER,Mexico,123,123,CROSS_ARCH_SAME_SEED_ID,0.6812643004242658,1.5265200134480135,-0.8452557130237477
TRANSFORMER,Mexico,123,2025,CROSS_ARCH_CROSS_SEED,1.7424002848421714,2.9026779745024185,-1.1602776896602471
TRANSFORMER,Mexico,2025,42,CROSS_ARCH_CROSS_SEED,0.6495343503790827,0.5877598920431919,0.06177445833589079
TRANSFORMER,Mexico,2025,123,CROSS_ARCH_CROSS_SEED,1.5526150125020246,1.5546066932450955,-0.0019916807430708783
TRANSFORMER,Mexico,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.8342994367938111,0.6923791055055364,0.14192033128827475
TRANSFORMER,Mongolia,42,42,CROSS_ARCH_SAME_SEED_ID,0.4931100362889722,0.5776221664681113,-0.08451213017913906
TRANSFORMER,Mongolia,42,123,CROSS_ARCH_CROSS_SEED,1.3120858236516457,1.1172539488994984,0.19483187475214736
TRANSFORMER,Mongolia,42,2025,CROSS_ARCH_CROSS_SEED,0.8887998556795219,1.3398320486687947,-0.4510321929892728
TRANSFORMER,Mongolia,123,42,CROSS_ARCH_CROSS_SEED,1.9004906971764874,1.9393134192337043,-0.03882272205721682
TRANSFORMER,Mongolia,123,123,CROSS_ARCH_SAME_SEED_ID,1.4278100089040289,1.1697790283209626,0.2580309805830663
TRANSFORMER,Mongolia,123,2025,CROSS_ARCH_CROSS_SEED,3.0932315946997497,2.753856476607183,0.3393751180925668
TRANSFORMER,Mongolia,2025,42,CROSS_ARCH_CROSS_SEED,1.0943560491685378,0.8797783682589528,0.21457768090958496
TRANSFORMER,Mongolia,2025,123,CROSS_ARCH_CROSS_SEED,1.6432481754874793,1.9934606476129435,-0.35021247212546425
TRANSFORMER,Mongolia,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.818559977058967,0.5679924555591224,0.2505675214998446
TRANSFORMER,Myanmar,42,42,CROSS_ARCH_SAME_SEED_ID,1.1622600809725858,1.0413434970740596,0.12091658389852622
TRANSFORMER,Myanmar,42,123,CROSS_ARCH_CROSS_SEED,1.560474778113219,1.451965057896316,0.1085097202169032
TRANSFORMER,Myanmar,42,2025,CROSS_ARCH_CROSS_SEED,1.7595360601770362,1.4464002965226244,0.31313576365441187
TRANSFORMER,Myanmar,123,42,CROSS_ARCH_CROSS_SEED,1.078608787134197,1.0522991290625523,0.026309658071644648
TRANSFORMER,Myanmar,123,123,CROSS_ARCH_SAME_SEED_ID,1.3517030239244392,0.5608444821334209,0.7908585417910183
TRANSFORMER,Myanmar,123,2025,CROSS_ARCH_CROSS_SEED,1.5589778661769451,1.756298584178271,-0.1973207180013259
TRANSFORMER,Myanmar,2025,42,CROSS_ARCH_CROSS_SEED,0.8045584986304636,0.8213613382676449,-0.01680283963718132
TRANSFORMER,Myanmar,2025,123,CROSS_ARCH_CROSS_SEED,2.263121274277824,2.2305933787388232,0.032527895539000706
TRANSFORMER,Myanmar,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.2847034179234642,0.3083743450527832,-0.023670927129319008
TRANSFORMER,Nepal,42,42,CROSS_ARCH_SAME_SEED_ID,2.025420132609606,1.6213836930976988,0.40403643951190715
TRANSFORMER,Nepal,42,123,CROSS_ARCH_CROSS_SEED,0.772336096867326,0.7470852980789876,0.025250798788338358
TRANSFORMER,Nepal,42,2025,CROSS_ARCH_CROSS_SEED,0.552835045808653,0.5341485679323104,0.01868647787634259
TRANSFORMER,Nepal,123,42,CROSS_ARCH_CROSS_SEED,2.3936979818134354,2.0830420649565684,0.310655916856867
TRANSFORMER,Nepal,123,123,CROSS_ARCH_SAME_SEED_ID,0.9083600033527868,0.24092369112959883,0.6674363122231879
TRANSFORMER,Nepal,123,2025,CROSS_ARCH_CROSS_SEED,0.7082197331180309,0.497605212227712,0.2106145208903189
TRANSFORMER,Nepal,2025,42,CROSS_ARCH_CROSS_SEED,2.417882066636053,1.9623981252168852,0.45548394141916804
TRANSFORMER,Nepal,2025,123,CROSS_ARCH_CROSS_SEED,0.5937951545669172,1.0127654405757083,-0.41897028600879105
TRANSFORMER,Nepal,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.7678951413738292,0.6499463011720426,0.11794884020178664
TRANSFORMER,New Caledonia,42,42,CROSS_ARCH_SAME_SEED_ID,0.397637834977315,0.38422515875901864,0.013412676218296338
TRANSFORMER,New Caledonia,42,123,CROSS_ARCH_CROSS_SEED,1.8444181081914468,1.8676349534670795,-0.023216845275632725
TRANSFORMER,New Caledonia,42,2025,CROSS_ARCH_CROSS_SEED,0.624863589897514,0.6344436928266044,-0.009580102929090395
TRANSFORMER,New Caledonia,123,42,CROSS_ARCH_CROSS_SEED,0.8058336413792107,1.2371898570024948,-0.4313562156232842
TRANSFORMER,New Caledonia,123,123,CROSS_ARCH_SAME_SEED_ID,0.4386093451307372,0.7618266050986815,-0.3232172599679443
TRANSFORMER,New Caledonia,123,2025,CROSS_ARCH_CROSS_SEED,1.4680601631733137,1.6627026000361163,-0.19464243686280258
TRANSFORMER,New Caledonia,2025,42,CROSS_ARCH_CROSS_SEED,1.078607538314084,1.1927419976303546,-0.11413445931627053
TRANSFORMER,New Caledonia,2025,123,CROSS_ARCH_CROSS_SEED,0.9589257138952829,1.0462644565936128,-0.08733874269832986
TRANSFORMER,New Caledonia,2025,2025,CROSS_ARCH_SAME_SEED_ID,0.3785073901376804,0.20564197305175425,0.17286541708592618
TRANSFORMER,New Zealand,42,42,CROSS_ARCH_SAME_SEED_ID,0.13726932412396886,0.12407348327404358,0.013195840849925283
TRANSFORMER,New Zealand,42,123,CROSS_ARCH_CROSS_SEED,1.2774290732126774,1.2530911612330524,0.024337911979624982
TRANSFORMER,New Zealand,42,2025,CROSS_ARCH_CROSS_SEED,2.01480137762232,2.0157452887135854,-0.0009439110912654591
TRANSFORMER,New Zealand,123,42,CROSS_ARCH_CROSS_SEED,1.6343551372301595,1.6148226155963488,0.019532521633810696
