receiver_architecture,country,sender_seed,receiver_seed,receiver_stratum,sender_source,P_align_sender_to_receiver,swap_mean_abs_deviation,receiver_neutral_mean_abs_deviation,swap_to_neutral_ratio,receiver_native_equivalence_error,checkpoint_hash_verified
GRU,Nepal,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,4-3-0-1-2,32.047420501708984,51.463172912597656,0.622725313811036,0.0,TRUE
GRU,Nepal,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,4-1-2-3-0,16.99028778076172,51.463172912597656,0.33014458338231745,0.0,TRUE
GRU,Nepal,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,21.821901321411133,51.463172912597656,0.4240294580839837,0.0,TRUE
GRU,New Caledonia,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,0.27685272693634033,0.7776300311088562,0.3560211358370048,0.0,TRUE
GRU,New Caledonia,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-2-4-1-0,1.1044914722442627,0.7776300311088562,1.4203302702563076,0.0,TRUE
GRU,New Caledonia,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-2-4-3-0,0.4688200354576111,0.7776300311088562,0.6028831407000838,0.0,TRUE
GRU,New Caledonia,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,0.27229711413383484,0.7776300311088562,0.3501628065283881,0.0,TRUE
GRU,New Caledonia,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,3-2-4-1-0,0.9014504551887512,0.7776300311088562,1.1592279350417243,0.0,TRUE
GRU,New Caledonia,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-3-4-1-0,0.5592622756958008,0.7776300311088562,0.7191881142994498,0.0,TRUE
GRU,New Caledonia,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-2-4-3-1,0.8966872096061707,0.5498195290565491,1.6308755186357633,0.0,TRUE
GRU,New Caledonia,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,0.6459256410598755,0.5498195290565491,1.1747957410102141,0.0,TRUE
GRU,New Caledonia,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-4-2-1-3,0.8793322443962097,0.5498195290565491,1.5993106790969773,0.0,TRUE
GRU,New Caledonia,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-2-4-3-1,0.8992406129837036,0.5498195290565491,1.6355195940870564,0.0,TRUE
GRU,New Caledonia,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,0.4184083640575409,0.5498195290565491,0.7609921836998036,0.0,TRUE
GRU,New Caledonia,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-4-2-1-3,0.7328887581825256,0.5498195290565491,1.332962398480298,0.0,TRUE
GRU,New Caledonia,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-3-1-4-2,1.8892561197280884,0.6147938966751099,3.0729910136477376,0.0,TRUE
GRU,New Caledonia,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-3-2-1-4,1.6131757497787476,0.6147938966751099,2.6239293501497403,0.0,TRUE
GRU,New Caledonia,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,0.1867559254169464,0.6147938966751099,0.3037699730380347,0.0,TRUE
GRU,New Caledonia,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-3-1-4-2,1.916629433631897,0.6147938966751099,3.1175153884859514,0.0,TRUE
GRU,New Caledonia,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-3-2-4-1,0.9026007652282715,0.6147938966751099,1.4681355330780947,0.0,TRUE
GRU,New Caledonia,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,0.21521392464637756,0.6147938966751099,0.35005865512049505,0.0,TRUE
GRU,New Zealand,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,0.11841773986816406,1.455568552017212,0.08135497273835289,0.0,TRUE
GRU,New Zealand,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-2-4-1-3,1.1032969951629639,1.455568552017212,0.7579835340863544,0.0,TRUE
GRU,New Zealand,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-0-4-3-2,0.934122622013092,1.455568552017212,0.6417579032732813,0.0,TRUE
GRU,New Zealand,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,0.1192256361246109,1.455568552017212,0.08191001101211004,0.0,TRUE
GRU,New Zealand,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-2-4-1-3,1.1412240266799927,1.455568552017212,0.7840400406414509,0.0,TRUE
GRU,New Zealand,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-0-4-3-2,0.9285275340080261,1.455568552017212,0.6379139840038578,0.0,TRUE
GRU,New Zealand,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-3-1-4-2,2.1143102645874023,1.8557652235031128,1.13931990847217,0.0,TRUE
GRU,New Zealand,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,0.09805461019277573,1.8557652235031128,0.052837831505258434,0.0,TRUE
GRU,New Zealand,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-1-3-2-4,2.9002602100372314,1.8557652235031128,1.5628378920488843,0.0,TRUE
GRU,New Zealand,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-3-1-4-2,2.150818347930908,1.8557652235031128,1.1589927005264309,0.0,TRUE
GRU,New Zealand,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,0.16125991940498352,1.8557652235031128,0.08689672452239108,0.0,TRUE
GRU,New Zealand,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-1-3-2-4,2.978563070297241,1.8557652235031128,1.6050322705555566,0.0,TRUE
GRU,New Zealand,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-3-0-4-2,0.8316475749015808,0.6132425665855408,1.3561478283089385,0.0,TRUE
GRU,New Zealand,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-1-3-2-4,2.9788119792938232,0.6132425665855408,4.8574775164083634,0.0,TRUE
GRU,New Zealand,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,0.2484915554523468,0.6132425665855408,0.40520924181098067,0.0,TRUE
GRU,New Zealand,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-3-0-4-2,0.8273528218269348,0.6132425665855408,1.3491444770925372,0.0,TRUE
GRU,New Zealand,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-1-3-2-4,2.990370035171509,0.6132425665855408,4.876324961950247,0.0,TRUE
GRU,New Zealand,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,0.3403737246990204,0.6132425665855408,0.5550392996920932,0.0,TRUE
GRU,Northern Mariana Islands,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,0.7392032742500305,1.5445860624313354,0.47857694189370675,0.0,TRUE
GRU,Northern Mariana Islands,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-3-4-1-0,1.8375656604766846,1.5445860624313354,1.189681627441445,0.0,TRUE
GRU,Northern Mariana Islands,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-2-4-3-0,4.198183536529541,1.5445860624313354,2.7179991058064927,0.0,TRUE
GRU,Northern Mariana Islands,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,0.8009212613105774,1.5445860624313354,0.518534564561489,0.0,TRUE
GRU,Northern Mariana Islands,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-4-1-3-0,4.023751735687256,1.5445860624313354,2.605068007252028,0.0,TRUE
GRU,Northern Mariana Islands,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-3-4-1-0,4.190245151519775,1.5445860624313354,2.712859615555448,0.0,TRUE
GRU,Northern Mariana Islands,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-3-2-4-1,1.1441994905471802,5.13007116317749,0.22303774239234528,0.0,TRUE
GRU,Northern Mariana Islands,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,2.728132724761963,5.13007116317749,0.531792374410689,0.0,TRUE
GRU,Northern Mariana Islands,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-1-2-3-4,12.891349792480469,5.13007116317749,2.5128988239016468,0.0,TRUE
GRU,Northern Mariana Islands,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-3-2-4-1,1.0435781478881836,5.13007116317749,0.2034237176627793,0.0,TRUE
GRU,Northern Mariana Islands,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,0.9070705771446228,5.13007116317749,0.17681442387298127,0.0,TRUE
GRU,Northern Mariana Islands,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-1-2-3-4,11.662078857421875,5.13007116317749,2.2732781839615956,0.0,TRUE
GRU,Northern Mariana Islands,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-3-1-4-2,7.68834924697876,1.276165246963501,6.024571868942808,0.0,TRUE
GRU,Northern Mariana Islands,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-1-4-3-2,4.072377681732178,1.276165246963501,3.1911052988019897,0.0,TRUE
GRU,Northern Mariana Islands,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,0.6626600623130798,1.276165246963501,0.5192588216062213,0.0,TRUE
GRU,Northern Mariana Islands,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-3-1-4-2,8.031579971313477,1.276165246963501,6.293526634128114,0.0,TRUE
GRU,Northern Mariana Islands,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-1-4-3-2,9.018630981445312,1.276165246963501,7.066977417622195,0.0,TRUE
GRU,Northern Mariana Islands,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,0.5525087714195251,1.276165246963501,0.43294453655916487,0.0,TRUE
GRU,Papua New Guinea,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,0.17927050590515137,0.6895301938056946,0.25998934856748085,0.0,TRUE
GRU,Papua New Guinea,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-0-4-1-2,1.2256453037261963,0.6895301938056946,1.7775078085580915,0.0,TRUE
GRU,Papua New Guinea,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-3-4-1-0,1.8916233777999878,0.6895301938056946,2.743351045092937,0.0,TRUE
GRU,Papua New Guinea,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,0.2828778326511383,0.6895301938056946,0.4102472019243461,0.0,TRUE
GRU,Papua New Guinea,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-3-4-1-0,1.4455339908599854,0.6895301938056946,2.0964041949805146,0.0,TRUE
GRU,Papua New Guinea,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-3-4-1-0,2.0688834190368652,0.6895301938056946,3.000424691510846,0.0,TRUE
GRU,Papua New Guinea,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-3-1-0-2,1.0912445783615112,0.8918259739875793,1.2236070827610916,0.0,TRUE
GRU,Papua New Guinea,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,0.6736277341842651,0.8918259739875793,0.7553354060459859,0.0,TRUE
GRU,Papua New Guinea,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-3-2-1-4,1.9216439723968506,0.8918259739875793,2.1547297661725353,0.0,TRUE
GRU,Papua New Guinea,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,4-3-1-0-2,1.086654543876648,0.8918259739875793,1.2184603000717067,0.0,TRUE
GRU,Papua New Guinea,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,0.21198712289333344,0.8918259739875793,0.23770009965675862,0.0,TRUE
GRU,Papua New Guinea,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-1-2-3-4,1.9651256799697876,0.8918259739875793,2.2034855871972576,0.0,TRUE
GRU,Papua New Guinea,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-0-4-3-2,0.4116104245185852,1.0449144840240479,0.3939178093631558,0.0,TRUE
GRU,Papua New Guinea,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-1-2-3-4,0.8468126058578491,1.0449144840240479,0.8104133101846834,0.0,TRUE
GRU,Papua New Guinea,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,0.1245504766702652,1.0449144840240479,0.11919681330343083,0.0,TRUE
GRU,Papua New Guinea,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-0-4-2-3,0.3621087074279785,1.0449144840240479,0.34654386838764967,0.0,TRUE
GRU,Papua New Guinea,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-3-2-4-1,0.7424548864364624,1.0449144840240479,0.7105412909745592,0.0,TRUE
GRU,Papua New Guinea,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,0.15981268882751465,1.0449144840240479,0.15294331858820007,0.0,TRUE
GRU,Philippines,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,110.1192398071289,225.25938415527344,0.48885528218980956,0.0,TRUE
GRU,Philippines,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-2-4-3-1,346.76300048828125,225.25938415527344,1.5393942489394992,0.0,TRUE
GRU,Philippines,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-4-0-2-1,109.0785903930664,225.25938415527344,0.48423549945372085,0.0,TRUE
GRU,Philippines,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,119.45359802246094,225.25938415527344,0.5302935479044035,0.0,TRUE
GRU,Philippines,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-2-4-3-1,352.4636535644531,225.25938415527344,1.5647013103857932,0.0,TRUE
GRU,Philippines,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-3-4-2-1,324.6045227050781,225.25938415527344,1.441025526738212,0.0,TRUE
GRU,Philippines,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-1-4-3-2,985.939453125,763.8327026367188,1.2907793155773222,0.0,TRUE
GRU,Philippines,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,195.2560577392578,763.8327026367188,0.25562673222191457,0.0,TRUE
GRU,Philippines,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-2-1-4-0,1001.1386108398438,763.8327026367188,1.3106778583634282,0.0,TRUE
GRU,Philippines,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-1-4-3-2,955.7984008789062,763.8327026367188,1.251319035673034,0.0,TRUE
GRU,Philippines,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,202.79725646972656,763.8327026367188,0.26549957309981476,0.0,TRUE
GRU,Philippines,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,4-1-2-3-0,329.0075988769531,763.8327026367188,0.43073253834410674,0.0,TRUE
GRU,Philippines,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-4-3-1-2,181.9169921875,150.27767944335938,1.2105390026072747,0.0,TRUE
GRU,Philippines,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-1-2-3-0,32.5013542175293,150.27767944335938,0.21627532670132338,0.0,TRUE
GRU,Philippines,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,110.10636901855469,150.27767944335938,0.7326861143078436,0.0,TRUE
GRU,Philippines,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-4-3-1-2,186.9995574951172,150.27767944335938,1.2443601617204805,0.0,TRUE
GRU,Philippines,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,4-1-2-3-0,33.15941619873047,150.27767944335938,0.22065430023643975,0.0,TRUE
GRU,Philippines,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,27.087249755859375,150.27767944335938,0.18024799062770153,0.0,TRUE
GRU,Singapore,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,0.8177866339683533,1.7670042514801025,0.4628096583714202,0.0,TRUE
GRU,Singapore,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-1-4-2-0,2.9027938842773438,1.7670042514801025,1.642776966634837,0.0,TRUE
GRU,Singapore,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-4-0-2-1,2.173609495162964,1.7670042514801025,1.2301099407894889,0.0,TRUE
GRU,Singapore,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,1.2579820156097412,1.7670042514801025,0.7119292523241033,0.0,TRUE
GRU,Singapore,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,3-1-4-0-2,4.188353538513184,1.7670042514801025,2.3703132208113686,0.0,TRUE
GRU,Singapore,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-4-0-2-3,3.503410816192627,1.7670042514801025,1.9826838635266733,0.0,TRUE
GRU,Singapore,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-1-0-3-4,40.87346267700195,23.597707748413086,1.7320946217647195,0.0,TRUE
GRU,Singapore,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,67.80162048339844,23.597707748413086,2.87322909522676,0.0,TRUE
GRU,Singapore,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-1-0-2-4,20.734739303588867,23.597707748413086,0.8786759936453256,0.0,TRUE
GRU,Singapore,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-1-0-3-4,35.64299392700195,23.597707748413086,1.5104430611231252,0.0,TRUE
GRU,Singapore,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,61.789794921875,23.597707748413086,2.6184659790114693,0.0,TRUE
GRU,Singapore,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,3-1-0-2-4,17.67137336730957,23.597707748413086,0.7488597433154475,0.0,TRUE
GRU,Singapore,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-0-4-1-3,73.59034729003906,91.62602996826172,0.8031598369538654,0.0,TRUE
GRU,Singapore,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,4-1-3-2-0,107.6708984375,91.62602996826172,1.175112557804764,0.0,TRUE
GRU,Singapore,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,65.44539642333984,91.62602996826172,0.7142664202084215,0.0,TRUE
GRU,Singapore,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-0-3-1-4,73.03292083740234,91.62602996826172,0.7970761241396159,0.0,TRUE
GRU,Singapore,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-3-1-2-4,142.97879028320312,91.62602996826172,1.5604603880876369,0.0,TRUE
GRU,Singapore,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,54.07169723510742,91.62602996826172,0.590134673016361,0.0,TRUE
GRU,Sri Lanka,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,392.98443603515625,314.87640380859375,1.2480593378284472,0.0,TRUE
GRU,Sri Lanka,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-0-4-3-1,450.3836975097656,314.87640380859375,1.4303507409959613,0.0,TRUE
GRU,Sri Lanka,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-0-4-3-2,292.6338195800781,314.87640380859375,0.9293609049154525,0.0,TRUE
GRU,Sri Lanka,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,430.21014404296875,314.87640380859375,1.3662825757641839,0.0,TRUE
GRU,Sri Lanka,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,3-0-4-1-2,323.45452880859375,314.87640380859375,1.0272428320961593,0.0,TRUE
GRU,Sri Lanka,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-1-4-0-3,342.8344421386719,314.87640380859375,1.0887905158719775,0.0,TRUE
GRU,Sri Lanka,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-3-4-0-2,31.261343002319336,24.27553367614746,1.2877716065635236,0.0,TRUE
GRU,Sri Lanka,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,34.86220169067383,24.27553367614746,1.4361044397935756,0.0,TRUE
GRU,Sri Lanka,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-3-2-1-4,20.11819839477539,24.27553367614746,0.8287438151995412,0.0,TRUE
GRU,Sri Lanka,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-3-4-0-2,34.010902404785156,24.27553367614746,1.4010362391416107,0.0,TRUE
GRU,Sri Lanka,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,4.231146812438965,24.27553367614746,0.17429675775146336,0.0,TRUE
GRU,Sri Lanka,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-0-3-1-4,36.68569564819336,24.27553367614746,1.511220974072336,0.0,TRUE
GRU,Sri Lanka,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-4-0-3-2,693.9548950195312,200.78762817382812,3.456163615911399,0.0,TRUE
GRU,Sri Lanka,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-3-2-0-4,286.59893798828125,200.78762817382812,1.4273734920568093,0.0,TRUE
GRU,Sri Lanka,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,222.7097625732422,200.78762817382812,1.1091807030084313,0.0,TRUE
GRU,Sri Lanka,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-4-0-3-2,731.7489013671875,200.78762817382812,3.6443923762757415,0.0,TRUE
GRU,Sri Lanka,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-3-2-1-4,279.2568664550781,200.78762817382812,1.3908071378447517,0.0,TRUE
GRU,Sri Lanka,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,252.10145568847656,200.78762817382812,1.2555626956767698,0.0,TRUE
GRU,Switzerland,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,449.8883972167969,894.1630249023438,0.503139119699041,0.0,TRUE
GRU,Switzerland,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-1-4-3-2,1362.837890625,894.1630249023438,1.5241492352849668,0.0,TRUE
GRU,Switzerland,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-4-0-2-1,471.0442199707031,894.1630249023438,0.5267990364756453,0.0,TRUE
GRU,Switzerland,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,292.7411193847656,894.1630249023438,0.32739121528396614,0.0,TRUE
GRU,Switzerland,123,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-1-4-3-2,1503.7567138671875,894.1630249023438,1.6817478155411545,0.0,TRUE
GRU,Switzerland,2025,42,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,3-4-0-2-1,1055.464599609375,894.1630249023438,1.1803939217064447,0.0,TRUE
GRU,Switzerland,42,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-2-3-4-1,1556.08984375,811.2763671875,1.918076141111554,0.0,TRUE
GRU,Switzerland,123,123,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,1466.400634765625,811.2763671875,1.8075229281598368,0.0,TRUE
GRU,Switzerland,2025,123,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,3-4-1-0-2,2616.794677734375,811.2763671875,3.2255280488524183,0.0,TRUE
GRU,Switzerland,42,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,0-2-3-4-1,1732.3033447265625,811.2763671875,2.1352814093821584,0.0,TRUE
GRU,Switzerland,123,123,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,457.29693603515625,811.2763671875,0.5636758995217557,0.0,TRUE
GRU,Switzerland,2025,123,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,3-4-1-0-2,1253.3841552734375,811.2763671875,1.5449533672706612,0.0,TRUE
GRU,Switzerland,42,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,2-3-4-0-1,483.2253723144531,493.27972412109375,0.9796173422198631,0.0,TRUE
GRU,Switzerland,123,2025,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-3-2-0-4,731.1787719726562,493.27972412109375,1.4822802077978,0.0,TRUE
GRU,Switzerland,2025,2025,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,486.1212463378906,493.27972412109375,0.9854879950803617,0.0,TRUE
GRU,Switzerland,42,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,2-3-4-1-0,1293.5625,493.27972412109375,2.622371114695254,0.0,TRUE
GRU,Switzerland,123,2025,CROSS_ARCH_CROSS_SEED,THETA_RKA_1e-3,1-3-2-0-4,967.0060424804688,493.27972412109375,1.960360410522532,0.0,TRUE
GRU,Switzerland,2025,2025,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,549.26513671875,493.27972412109375,1.1134962777912853,0.0,TRUE
GRU,Thailand,42,42,CROSS_ARCH_SAME_SEED_ID,FUNCTIONAL,0-1-2-3-4,12.470598220825195,153.0994415283203,0.08145423716988795,0.0,TRUE
GRU,Thailand,123,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,0-1-4-3-2,106.72856140136719,153.0994415283203,0.6971192078556638,0.0,TRUE
GRU,Thailand,2025,42,CROSS_ARCH_CROSS_SEED,FUNCTIONAL,1-4-0-3-2,130.73068237304688,153.0994415283203,0.8538939206310843,0.0,TRUE
GRU,Thailand,42,42,CROSS_ARCH_SAME_SEED_ID,THETA_RKA_1e-3,0-1-2-3-4,12.899500846862793,153.0994415283203,0.08425570151068543,0.0,TRUE
